Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
118187,AE7549OE,18.13,284.00,284.00,0.00,21-05-2021 15:46,"Народний провулок, 1  - вул. 17-а лінія, 17 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,22.18,316.00,0.00,316.00,21-05-2021 15:31,"Малиновского Маршала улица, 28  - Балукова улица (Крюковщина), 1 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT21-05-2021 15:24,"Красиловская улица, 11  - Чубинського вулиця (Софіївська Борщагівка), 8В ",Отменен,Безналичная оплата,На баланс,4
191232,AE1173OX,24.02,230.00,230.00,0.00,21-05-2021 15:09,"Кучера Василия улица, 9  - Закревского Николая улица, 65 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,4.09,93.00,93.00,0.00,21-05-2021 15:01,"Льва Толстого вулиця, 22  - Брожка вулиця, 38 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,26.96,233.00,0.00,233.00,21-05-2021 14:58,"Unnamed Road, Бориспільський район  - Григоренко Петра проспект, 36  - Ревуцкого улица, 11г ",Выполнен,Безналичная оплата,На баланс,3
198700,BH9134OH,18.04,208.00,208.00,0.00,21-05-2021 14:54,"Яблоневая улица (Софиевская Борщаговка), 13В  - Большая Васильковская улица, 132  - Ивана Франко улица, 20Б ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT21-05-2021 14:45,"Бульварно-Кудрявская улица, 22  - Героев Сталинграда проспект, 26А ",Отменен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,16.04,200.00,200.00,0.00,21-05-2021 14:23,"Оболонський просп.  - Симиренко улица, 10 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,18.09,177.00,0.00,177.00,21-05-2021 13:57,"Сосниных Семьи улица, 16  - Пиццерия Мама Миа (ул. Архипенко, 5) ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,10.40,120.00,120.00,0.00,21-05-2021 13:51,"Куреневская улица, 27  - Антоновича Владимира улица, 41 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,19.11,148.00,148.00,0.00,21-05-2021 13:21,"Драгоманова улица, 42А  - Героев Сталинграда проспект, 10А ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT21-05-2021 12:52,"Ботанический сад им. Гришко (ул. Тимирязевская, 1)  - Гонгадзе Георгия проспект, 20зина ",Отменен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,19.18,180.00,0.00,180.00,21-05-2021 12:13,"Berlynskoho Maksyma street, 12  - Княжий Затон улица, 2/30 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,18.52,276.00,0.00,276.00,21-05-2021 11:25,"Первомайская улица (Вишневое), 24А  - Стройиндустрии улица, 6 ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,5.02,100.00,100.00,0.00,21-05-2021 11:20,"Парково-Сырецкая улица, 9  - проспект Перемоги, 22 ",Выполнен,Оплата наличными,Оплата наличными,5
75119,AE3864MC,11.64,108.00,0.00,108.00,21-05-2021 11:14,"Победы проспект, 67А  - Валерия Лобановского проспект, 115Б ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,16.28,147.00,0.00,147.00,21-05-2021 11:06,"Героїв Сталінграда проспект, 8А  - Максимовича Михайла вулиця, 3Г ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,16.53,150.00,150.00,0.00,21-05-2021 10:51,"Здолбуновская улица, 3  - вулиця Дорогожицька, 3 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,20.11,250.00,250.00,0.00,21-05-2021 10:25,"Столичне шосе, 104  - Цедіка вулиця, 16 ",Выполнен,Оплата наличными,Оплата наличными,5
100283,AE0428OM,4.72,69.00,69.00,0.00,21-05-2021 10:13,"Щорса улица, 44А  - ТРЦ Гулливер (Башня Б, площадь Спортивная, 1А)  - Руставели Шота улица, 16 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,14.94,180.00,0.00,180.00,21-05-2021 09:57,"Саперно-Слободская улица, 22  - Академия Aclima (Бандеры Степана просп. 28А) ",Выполнен,Безналичная оплата,На баланс,5
100283,AE0428OM21-05-2021 09:52,"Саперно-Слободская улица, 22  - Кольцевая дорога, 102 ",Отменен,Оплата наличными,Оплата наличными,2
101768,AE2982OA,10.83,236.00,0.00,236.00,21-05-2021 09:34,"Филатова Академика улица, 10А  - Столичное шоссе, 104 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,18.39,188.00,188.00,0.00,21-05-2021 09:33,"Оболонський проспект, 23А  - Здолбуновская улица, 7ДкЖ ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,8.56,179.00,0.00,179.00,21-05-2021 08:38,"Сечевых Стрельцов улица, 59/65  - Гостиница Хилтон (бульвар Шевченко, 30)  - Драгомирова улица, 12 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,13.16,191.00,191.00,0.00,21-05-2021 08:31,"Василенко Николая улица, 14Б  - ТЦ Дрим Таун 1, Dream Town 1 (со стороны М Минская, просп. Оболонский, 1Б) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,13.72,220.00,220.00,0.00,21-05-2021 08:28,"Попова переулок, 2В  - Валерия Лобановского проспект, 119Х ",Выполнен,Оплата наличными,Оплата наличными,5
173746,AE4769OX21-05-2021 08:13,"Зеленая улица (Вишневое), 8  - Коновальца Евгения улица, 44А ",Отменен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,4.57,71.00,71.00,0.00,21-05-2021 07:57,"Подвойского улица, 10А  - Победы проспект, 65 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,3.85,100.00,0.00,100.00,21-05-2021 07:44,"Укрпочта отделение №31 (пл. Вокзальная, 1)  - Клиника Добробут (ул. Идзиковских Семьи, 3) ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,10.63,120.00,120.00,0.00,21-05-2021 07:40,"Пушиной Феодоры улица, 23  - Квитневый переулок, 5А ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,34.86,300.00,300.00,0.00,21-05-2021 07:30,"Готель Бонтіак (вул. Ірининська, 5/24кБ)  - Аэропорт Борисполь ",Выполнен,Оплата наличными,Оплата наличными,
75119,AE3864MC,14.87,219.00,0.00,219.00,21-05-2021 07:19,"Левитана улица, 3  - Тульчинская улица, 6 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM21-05-2021 06:37,"Кольцова бульвар, 18А  - Европейская улица (Вишневое), 49  - Аэропорт Борисполь, Терминал Д ",Отменен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,5.45,135.00,0.00,135.00,21-05-2021 06:05,"Панаса Мирного улица, 27  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Выполнен,Безналичная оплата,На баланс,
101768,AE2982OA,4.08,86.00,86.00,0.00,21-05-2021 05:42,"Hlybochytska street, 32Б  - Fizkultury street, 28 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,3.72,100.00,0.00,100.00,21-05-2021 05:24,"Кафе Дрова (Вокзальная площадь, 2)  - Татарський провулок, 8 ",Выполнен,Безналичная оплата,На баланс,5
183904,AE0694PA,20.70,185.00,185.00,0.00,21-05-2021 03:55,"Мира улица (Малютянка), 25  - Рынок Столичный овощной (Кольцевая дорога, 110А) ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,6.96,90.00,0.00,90.00,21-05-2021 02:02,"Гостиница Украина (ул. Институтская, 4)  - Шмидта Отто улица, 26Б ",Выполнен,Безналичная оплата,На баланс,
82131,AE0439OM,15.10,290.00,0.00,290.00,21-05-2021 00:55,"Воздвиженская улица, 25  - Краковская улица, 7  - Энтузиастов улица, 27 ",Выполнен,Безналичная оплата,На баланс,
